cpu_num,cpu_percent,memory_info
170,0.0,4.109375
170,89.1,12.55078125
62,5417.4,22.48046875
62,98.3,65.68359375
62,106.1,91.421875
62,95.4,221.92578125
62,100.4,262.56640625
62,90.1,267.37890625
62,99.0,322.9296875
62,88.6,470.30078125
62,86.0,543.54296875
62,93.1,624.17578125
62,75.1,705.51953125
62,90.9,796.625
62,80.8,901.6640625
62,71.2,987.96484375
62,85.4,1030.4921875
62,76.8,1071.46875
62,76.6,1104.5859375
62,76.2,1137.53515625
62,75.8,1169.85546875
62,83.0,1201.93359375
94,75.0,1223.9140625
94,67.3,1227.84765625
94,82.2,1235.0859375
94,75.0,1242.26953125
94,82.4,1249.609375
94,67.1,1255.57421875
94,82.1,1260.546875
94,74.9,1265.51171875
94,74.6,1270.3359375
94,75.4,1273.3828125
94,81.7,1283.23828125
94,81.9,1285.31640625
94,74.3,1286.99609375
94,81.8,1291.26953125
94,81.7,1294.56640625
94,74.6,1300.52734375
94,74.1,1304.68359375
94,74.4,1316.046875
94,74.1,1353.85546875
94,73.5,1378.43359375
94,73.4,1386.578125
94,81.3,1389.01171875
94,73.6,1390.921875
94,80.9,1392.73828125
94,80.8,1399.23046875
94,95.3,1402.46484375
94,73.2,1404.8515625
94,96.1,1409.3828125
94,80.7,1416.4921875
94,73.3,1424.66015625
94,80.4,1431.0078125
94,102.3,1436.75390625
94,87.5,1444.890625
94,73.4,1450.6875
94,72.9,1492.0078125
94,101.8,1514.953125
94,65.4,1556.3125
94,79.6,1562.11328125
94,72.4,1562.62890625
94,108.5,1570.1484375
94,65.0,1576.375
94,79.6,1580.68359375
94,72.4,1586.15625
94,79.3,1591.92578125
94,72.3,1595.375
94,93.6,1595.9453125
94,71.9,1600.11328125
94,79.0,1605.76171875
94,71.9,1613.03515625
94,79.1,1616.34765625
94,64.9,1620.0234375
94,79.4,1625.66015625
94,79.3,1629.38671875
94,64.7,1634.953125
94,71.7,1648.6796875
94,78.8,1650.3203125
94,100.7,1651.1953125
94,71.6,1655.27734375
94,71.6,1659.15234375
94,71.7,1663.25390625
94,78.6,1671.90234375
94,71.5,1675.375
94,78.6,1677.4453125
94,71.4,1680.3125
94,92.9,1682.34375
94,85.6,1686.3515625
94,71.2,1709.66015625
94,71.3,1727.69140625
94,77.7,1734.49609375
94,98.7,1734.49609375
94,99.8,1739.078125
94,84.1,1744.44140625
94,68.9,1749.640625
72,108.4,1789.27734375
72,75.6,1798.02734375
73,89.9,1807.140625
73,72.8,1816.32421875
73,74.2,1827.22265625
73,73.9,1829.0078125
73,74.5,1833.8359375
73,74.0,1877.81640625
73,81.1,1885.4375
73,66.2,1895.9921875
73,80.4,1896.26953125
73,103.0,1896.515625
73,95.8,1896.96875
73,103.2,1897.14453125
73,103.2,1897.578125
73,95.3,1897.703125
73,95.1,1897.95703125
73,104.3,1898.03515625
73,95.5,1898.12890625
73,88.5,1918.875
73,80.7,1924.80859375
73,73.0,1926.17578125
73,65.8,1927.48046875
73,28.8,1927.52734375
73,44.2,1927.53125
73,42.3,1928.71875
73,66.1,1929.37109375
73,58.6,1929.76953125
73,65.7,1930.265625
73,66.3,1930.87109375
73,58.6,1931.69140625
73,73.2,1933.7421875
73,73.0,1935.65625
73,94.7,1943.9453125
73,87.7,1944.71875
73,102.9,1944.71875
73,116.8,1944.71875
73,102.3,1944.71875
73,116.8,1944.71875
73,109.3,1944.71875
73,110.8,1945.453125
73,110.0,1945.453125
73,109.6,1945.453125
73,117.0,1945.453125
73,109.2,1945.453125
73,109.3,1945.453125
73,110.1,1945.453125
73,189.8,1947.421875
73,102.2,1947.421875
73,102.6,1947.421875
73,95.2,1947.421875
73,102.2,1947.421875
73,95.9,1947.421875
73,102.7,1947.421875
73,95.2,1947.1875
73,87.9,1944.9375
73,102.3,1944.9375
73,102.5,1944.9375
73,95.8,1944.9375
73,94.8,1933.6484375
73,95.1,1914.0703125
73,80.3,1914.82421875
73,101.5,1914.82421875
73,94.7,1915.01171875
73,102.2,1912.5234375
73,102.2,1912.5859375
73,102.1,1913.0234375
73,94.9,1815.43359375
73,104.3,1815.2578125
73,69.4,0.0
73,89.3,0.0
