cpu_num,cpu_percent,memory_info
186,0.0,3.94140625
186,3425.6,18.69921875
186,1995.4,33.30078125
186,98.6,67.72265625
186,97.9,80.703125
186,87.6,89.109375
186,97.5,99.60546875
186,97.4,109.08984375
186,97.2,127.3671875
186,97.0,133.87109375
186,96.8,133.87109375
186,96.9,133.87109375
186,96.8,148.57421875
186,106.3,154.2578125
186,96.2,158.9765625
186,96.6,164.70703125
186,106.1,170.6953125
186,86.7,175.3359375
186,96.3,179.6953125
186,105.8,182.53125
186,96.1,183.09375
186,105.8,184.40234375
186,96.1,186.32421875
186,96.2,188.65625
186,105.6,191.79296875
186,96.2,196.67578125
186,96.2,199.02734375
186,96.1,201.93359375
186,105.7,224.43359375
186,95.4,228.34765625
186,95.4,232.22265625
186,104.6,235.5625
186,95.3,244.55078125
186,95.3,249.19140625
186,95.0,255.63671875
186,95.1,258.984375
186,104.5,260.78515625
186,94.9,262.578125
186,104.5,263.71875
186,95.0,265.80859375
186,94.8,268.6796875
186,104.2,271.76953125
186,94.9,273.515625
186,94.6,274.953125
186,104.4,292.203125
186,94.3,312.17578125
186,93.8,367.42578125
186,93.0,496.94140625
186,99.3,506.70703125
186,98.7,511.20703125
186,89.6,550.72265625
186,89.5,700.8671875
186,96.0,777.96875
186,86.4,875.1953125
186,85.9,981.1484375
186,76.2,1070.98046875
186,91.9,1102.65625
186,83.2,1138.55078125
186,82.7,1139.8828125
186,98.7,1147.59765625
186,90.8,1154.8828125
186,857.2,1169.671875
186,345.3,1175.09375
186,82.4,1182.5234375
186,98.5,1182.5234375
186,98.5,1188.765625
186,90.3,1190.5625
186,82.2,1192.6171875
186,90.4,1194.41015625
186,90.1,1201.2109375
186,82.1,1204.421875
186,81.8,1318.62109375
186,97.7,1461.19140625
186,105.1,1604.79296875
186,96.2,1747.10546875
186,95.6,1893.28515625
186,103.1,2040.49609375
186,101.8,2188.48046875
186,93.9,2337.49609375
186,100.8,2489.08984375
186,100.1,2641.71484375
186,107.0,2748.359375
186,106.0,2751.1328125
186,106.1,2766.3984375
186,98.4,2868.75
186,120.2,2794.23828125
187,98.2,2772.07421875
187,98.7,2887.31640625
187,112.8,2756.7734375
187,106.1,2796.1640625
187,128.6,2798.40625
187,120.9,2809.4765625
187,120.9,2855.19921875
187,120.5,2787.65234375
187,113.6,2808.19921875
187,98.0,2808.19921875
187,105.6,2808.19921875
187,98.1,2808.19921875
187,97.7,2808.19921875
187,98.5,2808.19921875
187,105.6,2808.19921875
187,98.2,2808.19921875
187,98.3,2808.19921875
187,98.2,2808.19921875
187,98.4,2808.19921875
187,98.4,2808.19921875
187,98.2,2808.19921875
187,105.3,2808.19921875
188,113.2,2808.25
188,127.9,2808.28515625
188,136.0,2813.9921875
188,143.5,2764.7734375
188,113.7,2799.38671875
188,135.7,2810.88671875
188,106.1,2782.6640625
188,99.2,2796.0546875
188,106.0,2758.74609375
188,98.6,2871.92578125
188,119.7,2823.5859375
188,105.8,2842.11328125
188,98.1,2856.3984375
188,112.4,2806.76171875
188,128.2,2760.2578125
190,113.5,2787.08203125
190,120.9,2790.87109375
190,106.1,2765.80859375
190,113.6,2799.97265625
190,106.4,2762.2578125
190,99.0,2789.73046875
190,128.5,2829.02734375
190,105.7,2796.79296875
190,143.5,2816.359375
190,120.5,2799.67578125
190,120.7,2807.0546875
190,135.8,2806.86328125
190,105.2,2816.9140625
190,105.8,2771.0859375
190,98.5,2829.3515625
190,98.3,2764.765625
190,98.5,2806.54296875
190,98.1,2813.44921875
190,127.9,2813.52734375
168,112.7,2853.00390625
168,120.2,2813.59375
168,128.0,2818.2578125
168,126.7,2789.07421875
168,143.1,2795.9453125
168,88.9,2763.30078125
168,95.9,2796.42578125
168,137.1,2821.67578125
168,102.5,2806.9765625
168,89.0,2810.1015625
168,150.1,2849.5234375
168,75.0,2756.52734375
168,96.1,2865.82421875
168,101.9,2825.7890625
168,109.9,2811.4453125
168,95.7,2866.6171875
168,74.8,2757.7890625
168,103.0,2813.21484375
168,88.4,2769.46875
168,89.0,2876.71875
168,101.9,2813.30859375
168,136.5,2813.80859375
168,143.7,2816.28125
168,150.8,2828.59765625
168,136.8,2813.3984375
168,127.9,2805.51171875
168,143.6,2825.6875
168,122.8,2794.453125
168,156.8,2770.3828125
168,123.9,2814.5625
168,143.0,2814.31640625
168,108.0,2814.31640625
168,150.6,2819.44140625
168,130.1,2795.51953125
168,127.5,2799.875
168,150.4,2765.484375
168,103.2,2791.9453125
168,116.7,2846.0859375
168,82.2,2757.703125
168,103.3,2813.8984375
170,95.3,2870.1015625
170,80.8,2876.80078125
170,102.0,2800.78515625
170,95.5,2857.50390625
170,81.0,2758.12109375
170,102.5,2800.63671875
170,122.3,2805.8671875
170,129.3,2809.8359375
170,169.8,2817.22265625
