cpu_num,cpu_percent,memory_info
190,0.0,4.11328125
190,89.2,13.41796875
6,4903.2,25.95703125
6,98.5,66.03515625
6,96.6,91.71484375
6,106.0,247.46484375
6,82.4,262.61328125
6,108.3,268.68359375
6,89.9,404.41015625
6,104.5,496.2890625
6,84.8,577.9375
6,87.4,654.7109375
6,78.8,758.1171875
6,83.0,857.32421875
6,86.1,984.35546875
6,75.6,1020.94921875
6,74.5,1067.10546875
6,80.7,1102.26171875
6,65.9,1139.04296875
6,72.6,1176.01171875
6,72.0,1212.7578125
6,71.7,1224.23828125
6,71.5,1229.19140625
6,78.1,1237.25390625
6,71.1,1242.77734375
6,63.8,1249.9140625
6,85.0,1255.2734375
6,71.2,1261.0078125
6,77.7,1266.89453125
6,70.7,1270.703125
6,70.7,1272.66015625
6,70.7,1282.50390625
6,76.9,1284.265625
6,69.9,1286.18359375
6,76.8,1290.953125
6,76.8,1294.51953125
6,77.0,1301.10546875
6,91.3,1307.0703125
6,77.1,1335.8515625
6,83.6,1376.1015625
6,76.2,1385.16796875
6,76.0,1388.51953125
6,62.0,1390.1875
6,75.9,1392.06640625
6,75.7,1398.81640625
6,75.7,1401.5546875
6,89.4,1404.5546875
6,102.4,1408.83984375
6,68.9,1414.9140625
6,69.0,1422.6640625
6,68.6,1429.84765625
6,68.5,1430.7109375
6,82.1,1438.87109375
6,68.4,1445.88671875
6,68.4,1555.52734375
6,100.4,1734.70703125
6,97.3,1924.19921875
6,100.9,2116.78515625
6,98.1,2317.10546875
6,101.3,2521.03515625
6,98.7,2731.41015625
6,101.6,2946.16796875
6,98.5,2975.03125
6,103.4,2975.03125
6,98.1,2975.03125
6,97.6,2975.03125
6,98.1,2975.03515625
6,98.2,2975.03515625
6,103.4,2975.03515625
6,103.2,2975.03515625
6,99.0,2975.03515625
6,99.3,2975.03515625
6,92.1,2975.03515625
6,99.6,2975.03515625
6,99.3,2975.03515625
6,106.4,2975.03515625
6,99.3,2975.03515625
6,99.1,2975.03515625
6,99.5,2975.03515625
6,99.5,2975.03515625
6,99.4,2975.03515625
6,99.3,2975.03515625
6,99.5,2975.03515625
6,99.4,2975.03515625
6,99.4,2975.03515625
6,99.5,2975.03515625
6,99.4,2975.03515625
6,99.4,2975.03515625
6,100.4,2976.33203125
6,73.5,2976.3515625
