cpu_num,cpu_percent,memory_info
174,0.0,3.828125
174,89.4,14.83984375
174,89.2,49.859375
174,108.1,62.5234375
174,88.0,71.77734375
174,98.0,83.07421875
174,97.7,91.57421875
174,97.5,111.02734375
174,97.2,115.84375
174,97.2,115.84375
174,97.2,116.859375
174,5056.6,133.83984375
174,251.0,149.50390625
174,96.1,154.8828125
174,95.8,159.9296875
174,105.7,165.6328125
174,96.0,171.32421875
174,95.9,176.3984375
174,105.4,180.59375
174,86.2,183.171875
174,105.3,184.18359375
174,105.8,185.35546875
174,95.7,187.75
174,95.6,189.89453125
174,95.5,194.3984375
174,105.2,197.8359375
174,95.5,200.14453125
174,95.6,203.05078125
174,105.0,226.06640625
174,94.9,228.9453125
174,94.7,233.1484375
174,103.9,238.0859375
174,104.0,246.57421875
174,94.2,252.24609375
174,103.8,257.40234375
174,94.2,260.98828125
174,94.2,261.50390625
174,94.1,264.09765625
174,103.6,264.9609375
174,103.5,268.7265625
174,94.1,272.3125
174,103.5,273.5546875
174,103.4,274.9921875
174,93.9,278.6796875
174,94.1,284.9609375
174,103.2,325.94921875
174,93.3,453.56640625
174,110.5,582.98828125
174,91.0,713.95703125
174,98.8,846.47265625
174,97.7,980.79296875
174,96.5,1116.40234375
174,103.8,1253.81640625
174,102.7,1392.26171875
174,93.0,1532.51171875
174,100.3,1674.30859375
174,99.1,1812.50390625
174,114.4,1813.75
174,79.5,1813.75
174,103.3,1813.75
174,95.4,1813.75
174,103.4,1813.75
174,95.4,1813.75
174,103.5,1813.75
174,95.5,1813.75
174,95.6,1813.75
174,103.4,1813.75
174,95.9,1813.75
174,103.1,1813.75
174,95.4,1813.75
174,103.2,1813.75
174,95.5,1813.75
174,103.5,1813.75
174,104.4,1813.75
174,95.7,1813.75
174,95.6,1813.75
174,103.5,1813.75
174,95.2,1813.75
174,103.5,1813.75
174,94.7,1813.75
174,103.4,1813.75
174,95.5,1813.75
174,103.1,1813.75
174,98.6,1813.75
174,102.9,1813.75
174,95.0,1813.75
174,95.4,1813.75
174,103.3,1813.75
174,95.4,1813.75
174,95.5,1813.75
180,42.3,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
180,0.0,1813.875
171,15.8,1814.2265625
174,79.3,1814.2421875
176,63.4,1814.2421875
176,39.6,1814.24609375
178,63.2,1814.24609375
178,62.8,1814.25
178,51.9,1814.25
178,58.8,1814.25
178,58.7,1814.25
178,0.0,1814.26171875
179,76.3,1814.10546875
179,98.9,1814.10546875
179,98.6,1814.10546875
179,96.9,1814.10546875
179,101.2,1814.10546875
179,102.6,1813.60546875
179,92.3,286.22265625
179,91.8,286.22265625
179,103.9,286.22265625
179,96.6,286.22265625
179,96.8,285.78515625
179,105.5,285.28515625
179,86.7,286.68359375
179,105.2,286.55078125
