cpu_num,cpu_percent,memory_info
190,0.0,4.2265625
0,5292.3,16.640625
0,1713.7,28.28515625
0,108.5,35.04296875
0,98.9,67.640625
0,98.1,80.13671875
0,98.0,88.921875
0,98.4,96.8359375
0,98.4,102.9453125
0,98.4,111.8984375
0,108.1,132.71484375
0,98.1,140.40234375
0,98.0,145.0703125
0,98.1,150.40625
0,107.9,154.98046875
0,88.3,159.390625
0,98.1,162.72265625
0,98.1,165.91796875
0,98.0,202.4609375
0,106.2,228.18359375
0,96.5,385.20703125
6,102.0,398.22265625
6,95.3,404.24609375
6,95.5,533.90625
6,111.0,626.16796875
6,81.7,700.0
6,90.3,777.29296875
6,97.9,866.47265625
6,78.4,960.26953125
6,93.9,1083.27734375
6,74.2,1123.33984375
6,89.9,1171.4453125
6,80.8,1215.18359375
6,79.7,1252.1796875
6,78.3,1288.74609375
6,77.7,1325.3359375
6,76.2,1358.91015625
6,82.7,1362.30078125
6,83.1,1368.48828125
6,74.9,1377.09375
6,75.9,1384.72265625
6,83.0,1390.86328125
6,75.1,1395.1875
6,104.9,1400.01953125
6,75.3,1403.96484375
6,82.6,1408.8125
6,74.4,1416.8125
6,74.8,1418.78515625
6,74.9,1420.625
6,81.9,1424.23046875
6,104.3,1427.27734375
6,74.5,1435.69140625
6,81.9,1443.46484375
6,73.9,1471.640625
6,88.1,1513.50390625
6,78.5,1518.69921875
6,72.7,1520.515625
6,73.0,1522.32421875
6,73.1,1523.96875
6,76.4,1530.265625
6,72.0,1533.5859375
6,72.1,1534.44921875
6,93.7,1539.0546875
6,72.0,1545.53125
6,72.0,1553.140625
6,71.9,1560.65625
6,71.6,1562.6328125
6,99.4,1570.38671875
6,70.9,1604.6484375
6,42.2,1688.4375
6,48.4,1773.2578125
6,40.7,1859.8828125
6,46.7,1947.796875
6,39.4,2023.84765625
6,71.0,2339.41015625
6,99.2,2471.41015625
6,102.0,2030.0
6,64.9,2053.7421875
6,64.7,2077.5078125
6,71.0,2101.5
6,57.7,2123.62890625
6,64.1,2141.0390625
6,63.6,2157.7578125
6,63.5,2169.765625
6,100.8,2172.16796875
6,63.2,2188.98828125
6,69.0,2206.04296875
6,62.2,2223.2421875
6,62.4,2240.1015625
6,62.3,2244.34765625
6,104.9,2248.8046875
6,62.1,2265.68359375
6,56.1,2281.86328125
6,61.9,2298.57421875
6,68.0,2315.24609375
6,61.7,2332.9296875
6,61.5,2339.1484375
6,97.3,2339.19921875
6,97.5,2356.63671875
6,61.3,2372.8203125
6,61.3,2390.19140625
6,67.2,2407.19921875
6,54.0,2424.5
6,65.2,2441.1015625
6,60.0,2457.65234375
6,65.8,2457.87109375
6,95.4,2457.87109375
6,101.1,2472.5390625
6,54.1,2488.8203125
6,60.1,2506.4921875
6,65.8,2522.48046875
6,59.7,2539.47265625
6,65.5,2556.69140625
6,53.2,2573.734375
6,65.3,2590.5703125
6,59.2,2607.67578125
6,58.8,2607.89453125
6,99.3,2607.89453125
6,99.8,2608.4765625
6,58.9,2624.71875
6,58.5,2641.62109375
6,64.6,2658.453125
6,58.7,2675.7734375
6,58.5,2692.12890625
6,58.3,2709.32421875
6,57.9,2727.05859375
6,58.2,2742.76171875
6,58.0,2759.1640625
6,63.6,2772.3515625
6,97.1,2772.3515625
6,102.4,2772.3515625
6,96.9,2773.01953125
6,57.8,2791.68359375
6,57.6,2807.484375
6,57.5,2823.76953125
6,57.3,2834.359375
6,62.9,2842.59765625
6,57.5,2851.37109375
6,56.7,2860.49609375
6,62.8,2867.03515625
6,51.3,2875.4765625
6,62.5,2890.43359375
6,56.9,2906.8984375
6,62.1,2924.13671875
6,56.6,2940.046875
6,53.6,2956.83984375
6,61.4,2973.390625
6,50.1,2989.75390625
6,57.7,3006.765625
6,61.6,3023.75390625
6,61.4,3042.453125
6,53.1,3057.48828125
6,55.4,3072.98828125
6,103.9,3072.98828125
6,97.9,3072.98828125
6,98.8,3072.98828125
6,99.2,3073.08203125
6,79.9,3090.35546875
6,55.4,3107.08203125
6,55.3,3123.578125
6,55.0,3140.26171875
6,54.6,3157.0859375
6,54.5,3173.921875
6,53.9,3190.59375
6,59.5,3207.3359375
6,54.6,3224.1953125
6,53.4,3241.11328125
6,54.3,3257.6171875
6,54.1,3274.40234375
6,54.0,3291.2421875
6,59.3,3308.12109375
6,48.5,3324.703125
6,53.8,3341.375
6,53.6,3358.51953125
6,58.9,3375.01171875
6,53.1,3388.125
6,94.1,3388.125
6,99.8,3388.125
6,99.7,3388.125
6,99.6,3388.125
6,100.3,3389.328125
6,58.6,3406.55078125
6,53.2,3423.69140625
6,53.1,3440.3828125
6,58.0,3456.98828125
6,52.5,3473.65234375
6,52.6,3490.375
6,52.6,3506.375
6,51.7,3523.1640625
6,52.3,3539.75390625
6,52.3,3556.765625
6,51.2,3573.203125
6,51.7,3589.8125
6,56.9,3606.93359375
6,51.0,3623.7578125
6,46.3,3640.8203125
6,56.6,3657.6953125
6,45.7,3674.9375
6,61.8,3691.69921875
6,46.3,3708.06640625
6,51.1,3724.87890625
6,51.1,3741.76953125
6,50.9,3756.8125
6,103.5,3756.8125
6,95.9,3756.8125
6,100.9,3756.8125
6,101.4,3756.8125
6,95.7,3756.8125
6,106.1,3758.6796875
6,45.9,3775.30078125
6,55.9,3792.34375
6,50.4,3809.49609375
6,50.0,3825.83984375
6,50.2,3842.9375
6,50.2,3859.1484375
6,55.0,3876.390625
6,49.7,3892.98046875
6,49.5,3909.80859375
6,50.1,3926.6796875
6,49.9,3943.3515625
6,49.5,3960.1875
6,49.9,3977.14453125
6,54.7,3994.21875
6,49.6,4011.00390625
6,44.0,4027.71484375
6,54.1,4044.73828125
6,49.3,4061.83984375
6,49.4,4078.78515625
22,48.3,4094.79296875
22,49.0,4111.64453125
22,53.9,4127.953125
22,48.9,4144.78125
22,52.3,4153.7578125
22,90.8,4153.7578125
22,106.1,4153.7578125
22,96.0,4153.7578125
22,103.1,4153.7578125
22,96.0,4153.7578125
22,101.1,4153.7578125
22,101.0,4153.7578125
22,98.4,4162.93359375
22,53.5,4180.109375
22,43.7,4196.87109375
22,48.6,4213.26953125
22,53.3,4229.0859375
22,47.5,4245.8984375
22,48.2,4262.3203125
22,53.0,4278.9609375
22,43.3,4295.44140625
22,48.0,4312.15234375
22,47.8,4328.68359375
22,47.8,4345.24609375
22,52.5,4362.0703125
22,42.8,4378.96484375
22,52.2,4395.30859375
22,47.3,4412.19921875
22,46.9,4428.8203125
22,47.1,4445.3671875
22,46.9,4461.75390625
22,46.0,4478.35546875
22,51.5,4494.6015625
22,46.8,4511.078125
22,42.0,4528.17578125
22,51.3,4544.1953125
22,46.2,4555.921875
22,46.3,4564.76171875
22,50.3,4571.44921875
22,41.4,4580.36328125
22,46.0,4589.234375
22,49.7,4596.09375
22,49.8,4604.62890625
22,45.3,4613.33984375
22,45.1,4621.55078125
22,54.2,4630.4765625
22,45.1,4639.3515625
22,45.1,4647.546875
22,59.1,4656.52734375
22,45.3,4213.23828125
22,51.9,4219.9140625
22,51.8,4222.00390625
22,97.6,4222.00390625
22,98.1,4222.00390625
22,103.0,4222.00390625
22,98.3,4222.00390625
22,102.1,4222.00390625
22,97.8,4222.00390625
22,98.2,4222.00390625
22,98.3,4222.00390625
22,97.9,4222.00390625
22,107.4,4222.21484375
22,61.0,4228.71484375
22,46.4,4236.96875
22,47.0,4244.4453125
22,46.9,4255.29296875
22,53.0,4262.83203125
22,47.9,4275.46484375
22,52.7,4282.13671875
22,43.0,4288.8359375
22,52.5,4294.48828125
22,47.7,4300.57421875
22,47.7,4306.50390625
22,52.5,4312.4296875
22,47.5,4318.1015625
22,52.3,4439.640625
22,98.2,4633.2578125
22,96.5,4827.6484375
22,103.2,5031.0625
22,96.6,5235.5078125
22,104.0,5436.0859375
22,98.0,5645.171875
22,96.7,5848.4140625
22,103.5,5849.7109375
22,98.8,5849.7109375
22,99.1,5849.7109375
22,98.9,5849.7109375
22,99.1,5849.72265625
22,101.3,5849.72265625
22,99.2,5849.72265625
22,99.0,5849.72265625
22,99.4,5849.72265625
22,99.4,5849.72265625
22,98.8,5849.72265625
22,102.9,5849.72265625
22,95.0,5849.72265625
22,103.4,5849.72265625
22,99.3,5849.72265625
22,99.1,5849.72265625
22,99.3,5849.72265625
22,70.7,5849.7265625
22,36.6,5849.7421875
22,51.0,5849.75
22,40.2,5849.765625
22,50.7,5849.78125
22,39.4,5849.79296875
22,32.2,5849.79296875
22,40.0,6256.08984375
22,100.6,6676.06640625
22,101.4,7105.32421875
22,99.1,7375.5078125
22,99.9,7375.5078125
22,102.5,7375.5078125
22,99.4,7375.5078125
22,99.3,7375.5078125
22,99.2,7375.5078125
22,99.3,7375.5078125
22,99.4,7375.5078125
22,99.1,7375.5078125
22,99.4,7375.5078125
22,102.6,7375.5234375
22,99.5,7375.5234375
22,99.3,7375.5234375
22,99.6,7375.5234375
22,96.2,7375.71484375
22,99.6,7375.71484375
