cpu_num,cpu_percent,memory_info
171,0.0,4.48828125
171,98.9,12.37890625
139,6482.2,15.31640625
112,2095.8,28.4140625
112,108.1,65.83984375
112,96.6,107.7109375
112,94.8,247.62890625
112,90.6,262.77734375
112,99.7,268.57421875
112,99.6,372.19140625
112,89.0,482.890625
112,87.3,551.4296875
112,94.6,624.61328125
112,76.8,706.19140625
112,84.2,787.54296875
112,91.0,873.26171875
112,73.2,984.62109375
112,79.7,1021.3359375
112,78.8,1065.0546875
112,85.9,1101.28125
112,77.6,1136.765625
112,77.3,1171.859375
112,77.1,1207.1796875
112,76.7,1224.0625
112,76.4,1228.61328125
112,76.6,1236.875
112,84.1,1242.94921875
112,76.3,1249.640625
112,76.3,1255.30859375
112,76.4,1260.9609375
112,83.9,1266.921875
112,76.3,1270.91015625
112,83.8,1274.36328125
112,76.1,1282.62890625
112,76.1,1284.45703125
112,75.9,1286.42578125
112,76.0,1291.28125
112,91.3,1295.34375
112,76.1,1300.94140625
112,98.6,1309.0390625
112,75.7,1335.3203125
112,82.8,1375.140625
112,75.0,1383.5390625
112,74.9,1387.22265625
112,75.2,1389.10546875
112,82.3,1390.6328125
112,83.0,1397.50390625
112,82.8,1400.24609375
112,90.1,1403.24609375
112,97.3,1407.19140625
112,74.5,1413.35546875
112,81.8,1421.546875
112,74.3,1428.41796875
112,67.1,1429.27734375
112,89.6,1437.69140625
112,74.4,1444.984375
112,74.1,1451.05078125
112,81.6,1555.84765625
112,103.2,1718.78515625
112,94.7,1883.78515625
112,107.7,2049.30078125
112,92.1,2217.39453125
112,105.5,2386.00390625
112,90.6,2558.99609375
112,102.8,2736.37109375
112,101.3,2916.06640625
112,100.3,2977.8359375
112,100.2,2977.8359375
112,99.9,2977.8359375
112,99.8,2977.8359375
112,100.1,2977.8359375
112,99.8,2977.8359375
112,94.8,2977.8359375
112,106.4,2977.8359375
112,93.4,2977.8359375
112,106.5,2977.859375
112,91.1,2977.859375
112,100.6,2977.859375
112,100.2,2977.859375
112,100.0,2977.859375
112,100.4,2977.859375
112,100.0,2977.859375
112,100.2,2977.859375
112,100.1,2977.859375
112,100.9,2977.859375
112,93.1,2977.859375
112,107.5,2977.859375
112,99.9,2977.859375
112,100.0,2979.12890625
112,69.0,2979.12890625
112,63.5,2979.12890625
112,45.9,2979.12890625
112,0.0,2979.12890625
112,35.2,3024.17578125
112,98.2,3179.12109375
112,97.1,3335.61328125
112,96.2,3491.84765625
112,102.0,3649.62890625
112,100.9,3809.73046875
112,99.8,3970.86328125
112,98.8,4130.70703125
112,104.3,4297.51171875
112,96.6,4468.95703125
112,100.2,4998.91796875
112,99.1,5622.91796875
112,99.3,6017.15234375
112,63.5,4505.16015625
112,24.0,4505.296875
112,7.0,4505.31640625
97,28.0,4505.96875
97,7.0,4505.96875
97,0.0,4505.96875
108,48.8,4506.33203125
108,111.3,4506.33203125
108,111.5,4506.33203125
108,76.5,2980.5234375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.609375
108,0.0,2980.484375
108,79.4,2979.8125
108,100.4,2979.8125
108,93.4,2979.8125
108,100.4,2979.8125
108,107.8,2979.8125
108,100.7,2979.8125
108,100.7,1454.23828125
108,93.1,1454.23828125
108,104.6,1454.23828125
108,96.4,1454.23828125
108,96.3,1454.234375
108,97.0,1448.33203125
108,97.0,1449.70703125
108,96.7,1449.70703125
108,104.9,1447.66015625
108,88.8,1447.84765625
108,105.9,1350.43359375
108,97.4,1350.671875
108,65.2,0.0
