cpu_num,cpu_percent,memory_info
179,0.0,3.875
149,2688.9,18.13671875
149,2714.9,33.13671875
149,108.1,46.49609375
149,97.5,76.55859375
149,87.5,87.12890625
149,97.0,97.65625
149,97.0,108.72265625
149,96.8,118.8359375
149,86.9,140.42578125
149,105.8,140.42578125
149,96.2,140.42578125
149,106.0,144.8984375
149,96.2,157.546875
149,95.8,161.21484375
149,105.8,167.5625
149,86.4,173.23046875
149,105.5,178.12890625
149,86.3,182.78515625
149,105.5,187.57421875
149,105.4,187.9765625
149,95.9,189.16015625
149,95.8,191.52734375
149,105.4,193.80078125
149,95.5,197.07421875
149,105.2,200.71875
149,86.2,203.01171875
149,95.7,242.34765625
149,104.9,409.66796875
149,94.5,582.66015625
149,103.1,768.28515625
149,111.3,962.67578125
149,91.9,1100.34765625
149,100.2,652.42578125
149,92.9,677.171875
149,93.3,688.0
149,93.3,712.75
149,93.1,738.2734375
149,102.3,758.89453125
149,83.6,776.16796875
149,102.1,783.609375
149,92.7,798.36328125
149,101.8,815.37890625
149,83.4,832.91015625
149,92.5,841.67578125
149,101.6,849.41015625
149,101.6,866.42578125
149,83.2,883.69921875
149,101.5,900.71484375
149,92.2,904.06640625
149,101.3,910.51171875
149,82.8,927.0078125
149,101.5,944.34765625
149,91.9,961.41015625
149,92.0,978.5546875
149,82.7,979.015625
149,100.8,979.8515625
149,101.1,996.62890625
149,91.7,1013.734375
149,91.6,1030.75390625
149,91.6,1047.83984375
149,91.2,1065.10546875
149,91.3,1066.87890625
149,100.3,1066.87890625
149,100.4,1076.9453125
149,91.4,1093.24609375
149,91.2,1110.0859375
149,91.2,1127.90625
149,91.0,1144.22265625
149,91.2,1161.28515625
149,90.8,1178.5859375
149,100.0,1178.5859375
149,100.0,1178.5859375
149,100.0,1180.12890625
149,91.1,1197.1953125
149,90.9,1214.04296875
149,90.9,1231.6796875
149,99.8,1248.00390625
149,81.6,1265.28125
149,99.2,1282.4453125
149,90.5,1299.515625
149,90.5,1307.91015625
149,99.2,1307.91015625
149,99.2,1307.91015625
149,99.2,1307.91015625
149,99.1,1319.0703125
149,90.3,1335.82421875
149,90.3,1352.671875
149,90.0,1369.74609375
149,98.8,1387.05078125
149,80.9,1404.16015625
149,89.9,1421.234375
149,89.7,1438.5234375
149,89.8,1455.59765625
149,89.8,1464.90234375
149,89.6,1471.515625
149,107.0,1471.515625
149,98.1,1471.515625
149,98.5,1471.515625
149,98.3,1471.515625
149,98.4,1475.29296875
149,89.5,1484.1796875
149,89.5,1493.08984375
149,89.4,1500.00390625
149,98.4,1512.95703125
149,89.1,1530.01171875
149,106.6,1547.73828125
149,80.3,1564.5703125
149,98.1,1580.9453125
149,89.1,1598.4375
149,88.9,1614.83203125
149,88.8,1632.1328125
149,88.8,1649.1875
149,79.6,1665.6640625
149,97.4,1683.17578125
149,88.3,1700.00390625
149,88.3,1716.86328125
149,88.3,1734.46875
149,97.1,1751.0859375
149,79.3,1760.15625
149,105.3,1760.15625
149,96.7,1760.15625
149,105.7,1760.15625
149,96.5,1760.15625
149,105.3,1760.15625
149,96.8,1760.71484375
149,79.4,1777.77734375
149,88.1,1794.84765625
149,87.9,1811.03515625
149,96.7,1828.5546875
149,87.9,1845.625
149,87.6,1862.47265625
149,78.7,1879.9921875
149,105.1,1897.375
149,78.7,1914.68359375
149,87.4,1931.984375
149,87.2,1948.84375
149,87.2,1966.1328125
149,96.0,1982.74609375
149,87.0,1999.80078125
149,86.9,2017.30078125
149,77.9,2034.05078125
149,95.6,2050.66796875
149,86.7,2055.1171875
149,103.9,2055.1171875
149,95.2,2055.1171875
149,95.1,2055.1171875
149,103.6,2055.1171875
149,95.1,2055.1171875
149,103.8,2055.1171875
149,103.6,2055.1171875
149,95.0,2068.171875
149,86.8,2085.23828125
149,86.7,2101.859375
149,86.5,2118.92578125
149,86.4,2135.55859375
149,95.0,2152.640625
149,86.2,2169.5
149,77.6,2186.55859375
149,94.9,2203.38671875
149,86.1,2220.23046875
149,86.1,2237.32421875
149,85.9,2254.6015625
149,85.8,2271.90625
149,85.8,2288.984375
149,85.7,2306.27734375
149,85.5,2323.5625
149,85.4,2340.62109375
149,85.5,2358.12109375
149,85.4,2375.1015625
149,93.8,2382.1953125
149,93.3,2382.1953125
149,102.0,2382.1953125
149,102.2,2382.1953125
149,93.6,2382.37109375
149,102.0,2382.37109375
149,102.2,2382.37109375
149,93.5,2382.37109375
149,102.1,2382.37109375
149,102.1,2384.140625
149,76.8,2401.64453125
149,93.7,2419.1484375
149,85.2,2436.44140625
149,85.0,2453.29296875
149,84.9,2470.5859375
149,84.9,2487.2109375
149,84.9,2504.7265625
149,93.1,2521.3515625
149,76.3,2538.15625
149,84.5,2554.93359375
149,93.0,2572.01171875
149,84.6,2589.09375
149,84.1,2606.3984375
149,93.0,2623.921875
149,84.3,2640.765625
149,75.9,2658.05859375
149,92.6,2675.125
149,84.1,2692.4140625
149,75.6,2709.703125
149,83.8,2726.796875
149,92.5,2744.31640625
149,83.6,2755.59765625
149,99.7,2755.59765625
149,100.3,2755.59765625
149,100.5,2755.59765625
149,100.5,2755.59765625
149,100.1,2755.59765625
149,100.0,2755.59765625
149,92.0,2755.59765625
149,100.0,2755.59765625
149,100.3,2755.59765625
149,100.3,2755.59765625
149,100.5,2755.83203125
149,92.2,2773.140625
149,83.8,2790.65234375
149,92.1,2807.734375
149,83.7,2824.81640625
149,75.0,2841.875
149,83.5,2858.95703125
149,83.3,2876.04296875
149,91.6,2893.12890625
149,75.1,2910.66015625
149,91.4,2927.671875
149,74.8,2944.9609375
149,91.5,2962.2578125
149,83.1,2979.765625
149,82.8,2996.6171875
149,82.9,3013.71484375
149,82.8,3031.453125
149,90.9,3048.3203125
149,82.7,3065.62890625
149,74.4,3082.703125
149,82.2,3100.44140625
149,83.9,3117.96484375
149,76.4,3134.484375
149,76.7,3152.0
149,76.3,3168.8515625
149,83.7,3179.5546875
149,90.5,3179.5546875
149,98.1,3179.5546875
149,105.6,3179.5546875
149,98.0,3179.5546875
149,105.5,3179.5546875
149,98.2,3179.5546875
149,97.9,3179.5546875
149,97.7,3179.5546875
149,98.2,3179.5546875
149,98.1,3179.5546875
149,98.0,3179.5546875
149,98.3,3179.55859375
149,105.4,3188.45703125
149,75.8,3197.5625
149,76.2,3206.02734375
149,91.2,3214.91015625
149,76.3,3224.03125
149,83.8,3232.4765625
149,83.6,3241.60546875
149,83.5,3250.96875
149,75.8,3258.12890625
149,75.7,3267.2578125
149,75.7,3276.3828125
149,75.6,3284.2109375
149,83.4,2841.46875
149,85.2,2850.75
149,75.9,2860.03125
149,85.5,2867.765625
149,77.6,2879.109375
149,77.7,2886.84375
149,77.6,2897.16796875
149,77.2,2903.17578125
149,85.4,2910.2734375
149,77.4,2916.9765625
149,85.0,2923.421875
149,77.6,2930.125
149,77.3,2936.3125
149,77.4,2937.6015625
149,99.3,2937.6015625
149,107.6,2937.6015625
149,100.2,2937.6640625
149,99.9,2937.6640625
149,92.2,2937.6640625
149,100.3,2937.6640625
149,99.7,2937.6640625
149,100.0,2937.6640625
149,99.7,2937.6640625
149,99.8,2937.6640625
149,92.4,2937.6640625
149,99.6,2937.6640625
149,99.8,2937.6640625
149,100.2,2937.6640625
149,100.0,2937.6640625
149,100.3,2937.6640625
149,100.0,2937.6640625
149,100.2,2937.6640625
149,99.4,2941.5859375
149,77.3,2992.11328125
149,107.2,3111.48046875
149,91.2,3232.65234375
149,98.4,3356.40234375
149,104.2,3479.12109375
149,96.7,3600.55078125
149,96.2,3724.30078125
149,102.2,3848.05078125
149,101.6,3972.57421875
149,101.1,4096.32421875
149,101.1,4219.30078125
149,93.7,4344.33984375
149,99.5,4470.41015625
149,105.4,4474.3359375
149,98.8,4474.3359375
149,99.7,4474.3359375
149,98.6,4474.3359375
149,98.6,4474.3359375
149,98.8,4474.3359375
149,98.7,4474.3359375
149,98.5,4474.3359375
149,99.3,4474.3359375
149,104.7,4474.3359375
149,99.5,4474.3359375
149,98.1,4474.3359375
149,98.4,4474.359375
149,98.3,4474.359375
149,98.2,4474.359375
149,98.6,4474.359375
149,104.7,4474.359375
149,98.0,4474.359375
149,98.3,4474.359375
149,98.4,4474.359375
149,98.3,4474.359375
149,105.0,4474.359375
149,98.0,4474.359375
149,97.8,4474.359375
149,98.8,4474.359375
149,99.0,4474.359375
149,112.7,4474.27734375
149,72.3,4474.29296875
149,75.8,4474.3046875
149,74.3,4474.3125
152,54.1,4474.54296875
103,20.2,4475.04296875
161,40.7,4475.06640625
161,40.3,4475.08203125
134,40.0,4475.09375
145,40.2,4475.09375
127,39.9,4475.09765625
127,40.4,4475.1015625
134,47.0,4475.1015625
106,39.9,4475.10546875
105,40.8,4475.109375
128,47.4,4475.109375
128,40.9,4475.11328125
162,40.2,4475.11328125
166,26.4,4475.1171875
145,0.0,4475.26171875
145,104.7,4475.26171875
145,98.6,4475.26171875
145,99.0,4475.26171875
145,98.8,4475.26171875
145,99.0,4475.26171875
145,105.3,4475.26171875
145,98.8,4475.26171875
145,91.6,4475.26171875
145,106.3,4475.26171875
145,98.9,4475.26171875
145,98.5,4475.26171875
145,91.7,4475.26171875
145,106.0,4475.26171875
145,98.3,4475.26171875
145,99.2,4475.26171875
145,98.4,4475.26171875
145,99.1,4475.26171875
145,98.7,4475.26171875
145,98.2,4395.44921875
