cpu_num,cpu_percent,memory_info
155,0.0,4.2265625
155,99.1,14.37890625
92,6599.9,24.0625
92,98.6,48.1015625
92,107.3,69.85546875
92,88.3,155.3828125
92,95.4,257.703125
92,103.7,265.38671875
92,96.5,271.3515625
92,96.5,407.19140625
92,94.7,494.69140625
92,93.8,570.41796875
92,84.1,648.6796875
92,92.8,741.58203125
92,91.4,831.29296875
92,98.7,944.99609375
92,79.2,1008.4296875
92,104.2,1054.2421875
92,86.1,1088.01953125
92,77.3,1121.20703125
92,94.1,1152.4453125
92,85.2,1184.50390625
92,84.4,1216.48046875
92,83.8,1228.63671875
92,83.3,1234.81640625
92,92.2,1242.234375
92,74.9,1248.41796875
92,91.0,1254.42578125
92,82.6,1260.8671875
92,83.3,1266.12890625
92,83.4,1271.890625
92,83.3,1273.85546875
92,82.9,1279.87109375
92,82.9,1286.98828125
92,82.6,1288.6796875
92,91.1,1291.015625
92,91.1,1295.62890625
92,83.0,1300.15625
92,91.0,1303.62890625
92,82.3,1311.31640625
92,82.3,1341.89453125
92,97.6,1383.9375
92,80.6,1388.90625
92,89.4,1390.68359375
92,89.5,1392.484375
92,81.4,1395.5390625
92,81.1,1400.3984375
92,89.1,1405.171875
92,89.1,1406.671875
92,80.1,1410.37109375
92,89.0,1417.23046875
92,80.7,1425.80078125
92,80.8,1431.8671875
92,104.2,1436.64453125
92,72.1,1443.1171875
92,80.6,1449.89453125
92,88.5,1460.890625
92,87.7,1497.5859375
92,86.8,1554.05078125
92,78.3,1559.26953125
92,86.4,1563.15234375
92,94.4,1567.55859375
92,78.0,1572.7109375
92,86.5,1577.8984375
92,86.6,1582.76171875
92,78.6,1588.94921875
92,78.6,1592.515625
92,101.5,1592.6171875
92,78.4,1597.68359375
92,86.4,1602.19921875
92,78.5,1610.48828125
92,86.3,1613.71875
92,78.1,1618.04296875
92,85.9,1623.28125
92,78.2,1627.69140625
92,85.8,1633.1953125
92,78.0,1647.12109375
92,77.9,1647.234375
92,100.6,1649.1953125
92,77.6,1652.703125
92,85.6,1657.25390625
92,69.9,1660.875
92,85.4,1667.76953125
92,69.6,1673.3046875
92,85.4,1675.23828125
92,85.3,1677.75
92,69.6,1680.00390625
92,92.7,1683.49609375
92,77.1,1691.15234375
92,77.2,1719.6953125
92,76.4,1726.78125
92,99.0,1726.78125
92,92.0,1732.75390625
92,84.1,1739.37890625
92,76.5,1744.703125
92,76.4,1749.70703125
92,76.4,1752.41796875
92,84.0,1753.7734375
92,61.0,1758.98046875
92,0.0,1758.98046875
92,0.0,1759.296875
77,0.0,1759.296875
77,7.6,1760.52734375
77,75.8,1766.62890625
77,75.6,1770.296875
77,90.5,1790.16796875
77,73.1,1820.9375
77,65.8,1853.5
77,80.3,1885.81640625
77,72.9,1917.64453125
77,72.6,1949.6875
77,72.2,1981.65234375
77,72.1,2012.74609375
77,64.6,2044.51953125
77,79.1,2075.89453125
77,78.7,2107.98828125
77,71.6,2139.953125
77,64.1,2171.96484375
77,71.2,2203.80078125
77,71.1,2235.515625
77,77.9,2266.9296875
77,70.6,2299.0234375
77,66.4,2330.640625
