cpu_num,cpu_percent,memory_info
190,0.0,4.2265625
135,3724.8,11.1875
159,5519.3,17.32421875
159,98.9,42.60546875
159,97.7,64.55078125
159,96.7,116.69140625
159,95.1,246.05859375
159,92.0,261.46875
159,91.1,266.41796875
159,100.5,308.84375
159,90.0,457.09375
159,97.5,517.6328125
159,79.4,596.54296875
159,86.6,659.1484375
159,95.4,745.68359375
159,85.0,826.453125
159,75.2,930.83984375
159,83.0,1002.640625
159,80.5,1042.62109375
159,87.5,1076.609375
159,81.0,1109.30859375
159,79.0,1141.02734375
159,78.4,1173.7265625
159,79.8,1205.47265625
159,78.1,1223.125
159,85.7,1227.75
159,79.4,1235.171875
159,78.8,1242.296875
159,77.6,1249.4296875
159,86.9,1255.69140625
159,86.8,1261.2578125
159,77.6,1267.40625
159,76.9,1271.46484375
159,87.2,1275.38671875
159,84.9,1283.25390625
159,76.9,1285.17578125
159,79.3,1287.3515625
159,85.5,1291.98046875
159,78.0,1296.7578125
159,82.1,1301.77734375
159,88.5,1314.62890625
159,88.3,1358.19921875
159,89.5,1379.3125
159,78.2,1387.78125
159,69.0,1389.78125
159,95.9,1391.44140625
168,77.7,1393.30078125
168,79.4,1399.6015625
168,86.3,1403.01953125
168,78.3,1405.1953125
168,107.2,1407.87890625
168,74.6,1413.73828125
168,70.4,1420.1015625
168,86.4,1428.3984375
168,75.7,1431.41015625
168,93.4,1437.0859375
168,83.1,1444.56640625
168,75.4,1449.78515625
168,84.8,1490.6484375
168,92.8,1516.0546875
168,82.4,1554.578125
168,81.2,1560.25
168,77.0,1562.43359375
168,97.1,1564.9140625
168,81.9,1571.21484375
168,76.7,1576.63671875
168,76.4,1580.875
168,82.1,1587.1875
168,73.6,1591.6640625
168,76.7,1591.79296875
168,104.2,1595.08984375
168,74.6,1599.98046875
168,92.1,1607.57421875
168,68.6,1612.24609375
168,82.5,1616.1484375
168,80.6,1621.45703125
168,84.0,1626.84765625
168,74.7,1631.421875
168,81.6,1642.6328125
168,68.0,1646.6484375
168,106.1,1646.88671875
169,88.7,1651.01953125
169,66.1,1654.46484375
169,83.9,1660.203125
169,96.5,1666.1953125
169,81.2,1672.484375
169,72.3,1674.65234375
169,84.0,1677.5703125
169,81.4,1679.6328125
169,88.7,1683.65625
169,83.6,1706.69921875
169,82.3,1725.12109375
169,88.4,1726.23046875
169,101.8,1726.23046875
169,90.8,1734.75390625
169,81.6,1740.87109375
169,73.5,1746.453125
169,78.8,1795.3671875
169,101.4,1956.2421875
169,96.7,2122.2734375
169,95.1,2285.984375
169,103.2,2453.3046875
169,102.1,2620.109375
169,93.7,2790.0078125
169,98.4,2959.390625
169,99.8,3124.86328125
169,99.0,3276.2421875
169,90.8,3277.375
169,99.4,3277.375
169,99.1,3277.375
169,95.5,3277.375
169,102.1,3277.37890625
169,94.3,3277.37890625
169,100.5,3277.37890625
169,98.8,3277.37890625
169,101.7,3277.37890625
169,101.5,3277.37890625
169,102.1,3277.37890625
169,95.2,3277.37890625
169,101.8,3277.37890625
169,101.8,3277.37890625
169,95.3,3277.37890625
169,102.3,3277.37890625
169,102.2,3277.37890625
169,91.6,3277.38671875
169,75.2,3277.41015625
169,67.4,3277.43359375
169,46.6,3277.4453125
169,0.0,3277.4453125
169,65.4,3277.453125
169,97.4,3277.453125
169,104.3,3277.453125
169,96.4,3277.453125
169,102.0,3277.453125
169,96.5,3277.453125
169,103.1,3277.453125
169,98.2,3277.453125
169,98.1,3277.453125
169,104.3,3277.453125
169,97.5,3277.453125
169,97.9,3277.453125
169,96.6,3277.453125
169,102.9,3277.453125
169,96.6,3277.453125
169,98.3,3277.46484375
169,78.4,3440.578125
169,95.7,3612.5390625
169,104.6,3791.71875
169,95.3,3976.5703125
169,105.2,4167.09375
169,97.1,4357.6171875
169,100.8,4560.0
169,97.1,4764.1875
169,102.8,5339.1953125
169,96.5,5989.1953125
169,101.5,4803.44921875
169,50.9,4803.6484375
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,0.0,4804.1015625
171,6.5,4804.1015625
171,0.0,4804.56640625
177,19.6,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4806.75390625
177,0.0,4808.38671875
180,19.7,4810.47265625
180,0.0,4810.47265625
186,26.0,4812.67578125
189,38.9,4812.67578125
189,39.0,4812.67578125
189,39.0,4813.546875
190,58.7,4813.546875
190,45.4,4813.546875
177,38.9,4813.546875
181,39.0,4813.546875
181,13.0,3287.7265625
181,45.6,3278.625
181,103.6,3278.625
181,95.6,3278.625
181,102.1,3278.625
181,95.5,3278.625
181,102.3,3266.7421875
181,95.6,1752.4921875
181,84.6,1752.6640625
181,93.6,1752.6640625
181,101.5,1752.16796875
181,101.5,1752.16796875
181,101.6,1752.16796875
181,101.5,1752.23828125
181,93.9,1750.98828125
181,101.6,1750.98828125
181,93.5,1750.98828125
181,101.4,1750.734375
181,101.6,1751.5859375
181,101.5,1751.15234375
181,98.9,1751.21484375
181,98.1,1751.21484375
181,105.0,1751.52734375
181,89.6,1749.1640625
181,104.1,1749.1640625
181,96.4,1750.0390625
181,103.5,1652.1875
181,82.1,1652.21484375
181,44.8,0.0
